eski_url,yeni_url,durum,grup,not
/adobe-yaraticilik/incopy,/adobe,KURAL,koleksiyon:adobe-yaraticilik,"ayrı satılan ürün değil, ana marka sayfasına yönlendirildi (onaylandı)"
/adobe-yaraticilik/indesign,/indesign,KURAL,koleksiyon:adobe-yaraticilik,model eşleşmesi: indesign
/adobe-yaraticilik/lightroom,/lightroom,KURAL,koleksiyon:adobe-yaraticilik,model eşleşmesi: lightroom
/adobe-yaraticilik/lightroom-classic,/lightroom,KURAL,koleksiyon:adobe-yaraticilik,model eşleşmesi: lightroom
/adobe-yaraticilik/media-encoder,/adobe,KURAL,koleksiyon:adobe-yaraticilik,"ayrı satılan ürün değil, ana marka sayfasına yönlendirildi (onaylandı)"
/adobe-yaraticilik/mixamo,/adobe,KURAL,koleksiyon:adobe-yaraticilik,"ayrı satılan ürün değil, ana marka sayfasına yönlendirildi (onaylandı)"
/adobe-yaraticilik/photoshop,/photoshop,KURAL,koleksiyon:adobe-yaraticilik,model eşleşmesi: photoshop
/adobe-yaraticilik/photoshop-express,/photoshop,KURAL,koleksiyon:adobe-yaraticilik,model eşleşmesi: photoshop
/adobe-yaraticilik/portfolio,/adobe,KURAL,koleksiyon:adobe-yaraticilik,"ayrı satılan ürün değil, ana marka sayfasına yönlendirildi (onaylandı)"
/adobe-yaraticilik/premiere-pro,/premiere-pro,KURAL,koleksiyon:adobe-yaraticilik,model eşleşmesi: premiere
/adobe-yaraticilik/premiere-rush,/premiere-pro,KURAL,koleksiyon:adobe-yaraticilik,model eşleşmesi: premiere
/adobe-yaraticilik/substance-3d-designer,/substance3d,KURAL,koleksiyon:adobe-yaraticilik,model eşleşmesi: substance
/adobe-yaraticilik/substance-3d-modeler,/substance3d,KURAL,koleksiyon:adobe-yaraticilik,model eşleşmesi: substance
/adobe-yaraticilik/substance-3d-painter,/substance3d,KURAL,koleksiyon:adobe-yaraticilik,model eşleşmesi: substance
/adobe-yaraticilik/substance-3d-sampler,/substance3d,KURAL,koleksiyon:adobe-yaraticilik,model eşleşmesi: substance
/adobe-yaraticilik/substance-3d-stager,/substance3d,KURAL,koleksiyon:adobe-yaraticilik,model eşleşmesi: substance
/advance-steel,/advance-steel,BIREBIR,ana,
/aec-collection,/aec-collection,BIREBIR,ana,
/alias,/alias,BIREBIR,ana,
/alt-yapi,/sektor-insaat,KURAL,ana,
/alt-yapi-icin-bim,/bim,KURAL,ana,
/altyapi-yazilimlari,/sektor-insaat,KURAL,ana,
/autocad,/autocad,BIREBIR,ana,
/autocad-architecture,/autocad,KURAL,ana,toolset artık AutoCAD'e dahil
/autocad-electrical,/autocad,KURAL,ana,toolset
/autocad-lt,/autocad-lt,BIREBIR,ana,
/autocad-map,/autocad,KURAL,ana,toolset (Map 3D)
/autocad-mechanical,/autocad,KURAL,ana,toolset
/autocad-mep,/autocad,KURAL,ana,toolset
/autodesk,/autodesk,BIREBIR,ana,
/autodesk-cfd,/cfd,KURAL,ana,"CFD hala satılıyor, yeni ürün sayfası oluşturuldu (2026-07-28)"
/basari,/basari-oykuleri,KURAL,ana,gerçek başarı öyküleri sayfası kuruldu (2026-07-28)
/basari-oykuleri,/basari-oykuleri,BIREBIR,ana,gerçek başarı öyküleri sayfası kuruldu (2026-07-28)
/basari-oykuleri/decons-,/basari-oykuleri#decons,KURAL,koleksiyon:basari-oykuleri,gerçek DECONS vakası bulundu (Autodesk partner sayfası)
/basari-oykuleri/desert-wildlife-conservation,/basari-oykuleri,KURAL,koleksiyon:basari-oykuleri,"Wix placeholder — eşleşen gerçek vaka yok, hub sayfaya yönlendirildi"
/basari-oykuleri/rainforest-action-initiative,/basari-oykuleri,KURAL,koleksiyon:basari-oykuleri,"Wix placeholder — eşleşen gerçek vaka yok, hub sayfaya yönlendirildi"
/basari-oykuleri/renewable-energy-program,/basari-oykuleri,KURAL,koleksiyon:basari-oykuleri,"Wix placeholder — eşleşen gerçek vaka yok, hub sayfaya yönlendirildi"
/bim,/bim,BIREBIR,ana,
/blog,/blog,BIREBIR,ana,"blog mimarisi kuruldu, 6 yazı taşındı, kalanı devam ediyor (2026-07-28)"
/blog/categories/3d-lazer-tarama,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/3d-printer,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/3d-yazıcı,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/3dsmax,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/additive-manufacturing,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/aec-i-nşaat-sektörü,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/alias,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/altyapı,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/analiz,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/animasyon,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/ar,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/architecture,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/arge,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/autocad,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/autocad-lt,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/autodesk-dynamo,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/autodesk-inventor,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/autodesk-revit,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/bim,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/bim-360,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/bim-collaborate-pro,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/bim-object,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/bulut-çözümleri,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/cad,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/cae,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/cam,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/cam-1,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/cfd,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/civil3d,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/construction,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/construction-cloud,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/digital-twin,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/dijital-i̇kiz,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/eklemeli-i̇malat,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/elektrik-tesisatı,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/elektronik,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/endüstriyel-tasarım,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/endüstriyel-tesis,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/factory-design-utilities,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/forge,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/formit,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/frezeleme,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/fusion-360,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/fusion-360-eklentileri,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/gelişmiş-i̇şleme,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/generative-design,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/hvac,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/infraworks,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/i̇nşaat,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/i̇ş-birliği,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/kablolama-ve-borulama,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/machining,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/mekanik-tesisat,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/mimari,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/montaj,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/nastran,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/navisworks,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/nesting,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/operasyon-resmi,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/pcb,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/pcb-1,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/pdm,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/plant3d,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/plazma,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/plm,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/prefabrik,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/prekast,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/proje,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/render,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/render-1,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/robot-structural-analysis,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/sac-metal-tasarımı,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/simulasyon,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/su-jeti,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/süreç-yönetimi,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/tasarım,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/tasarım-otomasyonu,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/teknik-resim,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/tips-tricks,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/tolarance-analysis,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/topografya-modelleme,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/tornalama,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/tube-pipe,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/uzaktan-çalışma,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/vault,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/veri-yönetimi,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/vr,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/vred,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/vred-1,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/xr,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/yüzey-modelleme,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/çakışma-analizi,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/üretim,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/üretken-tasatım,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/ürün-tasarımı,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/ürün-yaşam-döngüsü,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/blog/categories/şantiye,/blog,KURAL,blog-tax,"blog taksonomi sayfası kaldırıldı, client-side kategori/ürün filtresi olan bloga yönlendirildi"
/bosalan,/,KURAL,ana,Wix boş sayfa
/cam-ve-imalat-teknolojileri,/cam,KURAL,ana,
/cam-ve-imalat-yazilimlari,/cam,KURAL,ana,
/chaos,/chaos,BIREBIR,ana,
/chaos/chaos-phoneix,/chaos,KURAL,koleksiyon:chaos,"ayrı satılan ürün değil, ana marka sayfasına yönlendirildi (onaylandı)"
/chaos/chaos-scans,/chaos,KURAL,koleksiyon:chaos,"ayrı satılan ürün değil, ana marka sayfasına yönlendirildi (onaylandı)"
/chaos/v-ray-app-sdk,/chaos,KURAL,koleksiyon:chaos,model eşleşmesi: v-ray
/chaos/v-ray-for-3ds-max,/chaos,KURAL,koleksiyon:chaos,model eşleşmesi: v-ray
/chaos/v-ray-for-blender,/chaos,KURAL,koleksiyon:chaos,model eşleşmesi: v-ray
/chaos/v-ray-for-cinema-4d,/chaos,KURAL,koleksiyon:chaos,model eşleşmesi: v-ray
/chaos/v-ray-for-form.z,/chaos,KURAL,koleksiyon:chaos,model eşleşmesi: v-ray
/chaos/v-ray-for-houdini,/chaos,KURAL,koleksiyon:chaos,model eşleşmesi: v-ray
/chaos/v-ray-for-maya,/chaos,KURAL,koleksiyon:chaos,model eşleşmesi: v-ray
/chaos/v-ray-for-nuke,/chaos,KURAL,koleksiyon:chaos,model eşleşmesi: v-ray
/chaos/v-ray-for-revit,/chaos,KURAL,koleksiyon:chaos,model eşleşmesi: v-ray
/chaos/v-ray-for-rhino,/chaos,KURAL,koleksiyon:chaos,model eşleşmesi: v-ray
/chaos/v-ray-for-sketchup,/chaos,KURAL,koleksiyon:chaos,model eşleşmesi: v-ray
/chaos/v-ray-for-unreal,/chaos,KURAL,koleksiyon:chaos,model eşleşmesi: v-ray
/chaos/v-ray-render-node,/chaos,KURAL,koleksiyon:chaos,model eşleşmesi: v-ray
/cozumler,/cozumler,BIREBIR,ana,
/danismanlik,/danismanlik,BIREBIR,ana,
/danismanlik/aec-sekt%C3%B6r%C3%BC-bim-entegrasyon-program%C4%B1,/danismanlik,KURAL,koleksiyon:danismanlik,
/danismanlik/bim-i%CC%87%C3%A7eri%C4%9Fi-%C3%BCretimi-%2F-bim-obje-olu%C5%9Fturma,/danismanlik,KURAL,koleksiyon:danismanlik,
/danismanlik/cad---erp---mrp-entegrasyonlar%C4%B1,/danismanlik,KURAL,koleksiyon:danismanlik,
/danismanlik/cfd-ve-fea-analiz-ve-sim%C3%BClasyon-hizmetleri,/danismanlik,KURAL,koleksiyon:danismanlik,
/danismanlik/i%CC%87n%C5%9Faat-teknolojisi-s%C3%BCre%C3%A7-analizi,/danismanlik,KURAL,koleksiyon:danismanlik,
/danismanlik/pdm---%C3%BCr%C3%BCn-veri-y%C3%B6netimi-projeleri,/danismanlik,KURAL,koleksiyon:danismanlik,
/danismanlik/plm---%C3%BCr%C3%BCn-ya%C5%9Fam-d%C3%B6ng%C3%BCs%C3%BC-projeleri,/danismanlik,KURAL,koleksiyon:danismanlik,
/danismanlik/revit-family-olu%C5%9Fturma,/danismanlik,KURAL,koleksiyon:danismanlik,
/danismanlik/tasar%C4%B1m---%C3%BCretim---sat%C4%B1%C5%9F-otomasyonlar%C4%B1,/danismanlik,KURAL,koleksiyon:danismanlik,
/designjet-fotograf,/designjet,KURAL,ana,
/designjet-fotograf/hp-designjet-postscript-z9-44%22-yaz%C4%B1c%C4%B1,/designjet-z9pro,KURAL,koleksiyon:designjet-fotograf,model eşleşmesi: z9
/designjet-fotograf/hp-designjet-z9%2B-pro-64%22-yaz%C4%B1c%C4%B1,/designjet-z9pro,KURAL,koleksiyon:designjet-fotograf,model eşleşmesi: z9
/designjet-grafik,/designjet,KURAL,ana,
/designjet-grafik/hp-designjet-postscript-z6-yaz%C4%B1c%C4%B1-serisi,/designjet-z6pro,KURAL,koleksiyon:designjet-grafik,model eşleşmesi: z6
/designjet-grafik/hp-designjet-postscript-z9-yaz%C4%B1c%C4%B1-serisi,/designjet-z9pro,KURAL,koleksiyon:designjet-grafik,model eşleşmesi: z9
/designjet-grafik/hp-designjet-z9-pro-64-%22-yaz%C4%B1c%C4%B1,/designjet-z9pro,KURAL,koleksiyon:designjet-grafik,model eşleşmesi: z9
/designjet-ofis,/designjet,KURAL,ana,
/designjet-ofis/hp-t1600,/designjet-t1600,KURAL,koleksiyon:designjet-ofis,model eşleşmesi: t1600
/designjet-ofis/hp-t1700,/designjet-t1700,KURAL,koleksiyon:designjet-ofis,model eşleşmesi: t1700
/designjet-ofis/hp-t230,/designjet-t200,KURAL,koleksiyon:designjet-ofis,model eşleşmesi: t230
/designjet-ofis/hp-t2600,/designjet-t2600,KURAL,koleksiyon:designjet-ofis,model eşleşmesi: t2600
/designjet-ofis/hp-t630-24,/designjet-t600,KURAL,koleksiyon:designjet-ofis,model eşleşmesi: t630
/designjet-ofis/hp-t630-36,/designjet-t600,KURAL,koleksiyon:designjet-ofis,model eşleşmesi: t630
/designjet-ofis/hp-t730,/designjet,KURAL,koleksiyon:designjet-ofis,"T730 EOL, yerine geçen model sayfası yok, seri hub sayfasına yönlendirildi (onaylandı)"
/designjet-ofis/hp-t830-24,/designjet-t830,KURAL,koleksiyon:designjet-ofis,model eşleşmesi: t830
/designjet-ofis/hp-t830-36,/designjet-t830,KURAL,koleksiyon:designjet-ofis,model eşleşmesi: t830
/designjet-ofis/hp-t850,/designjet-t850,KURAL,koleksiyon:designjet-ofis,model eşleşmesi: t850
/designjet-ofis/hp-t950,/designjet-t950,KURAL,koleksiyon:designjet-ofis,model eşleşmesi: t950
/designjet-sarf,/designjet,KURAL,ana,"geçici — DesignJet sarf malzeme sayfası planlandı, açılınca hedef güncellenecek"
/designjet-sarf/hp-bask%C4%B1-kafas%C4%B1-seti,/designjet,KURAL,koleksiyon:designjet-sarf,geçici — DesignJet sarf malzeme sayfası planlandı
/designjet-sarf/hp-k%C4%B1rm%C4%B1z%C4%B1-kartu%C5%9F-(29ml),/designjet,KURAL,koleksiyon:designjet-sarf,geçici — DesignJet sarf malzeme sayfası planlandı
