eski_url,yeni_url,durum,grup,not
/designjet-sarf/hp-k%C4%B1rm%C4%B1z%C4%B1-kartu%C5%9F-(29ml-x-3&apos;l%C3%BC-paket),/designjet,KURAL,koleksiyon:designjet-sarf,geçici — DesignJet sarf malzeme sayfası planlandı
/designjet-sarf/hp-mavi-kartu%C5%9F(29ml-x-3&apos;l%C3%BC-paket),/designjet,KURAL,koleksiyon:designjet-sarf,geçici — DesignJet sarf malzeme sayfası planlandı
/designjet-sarf/hp-mavi-kartu%C5%9F-(29ml),/designjet,KURAL,koleksiyon:designjet-sarf,geçici — DesignJet sarf malzeme sayfası planlandı
/designjet-sarf/hp-renkli-3-l%C3%BC-paket-29ml-cam-g%C3%B6be%C4%9Fi---magenta----sar%C4%B1,/designjet,KURAL,koleksiyon:designjet-sarf,geçici — DesignJet sarf malzeme sayfası planlandı
/designjet-sarf/hp-sar%C4%B1-kartu%C5%9F-(29ml),/designjet,KURAL,koleksiyon:designjet-sarf,geçici — DesignJet sarf malzeme sayfası planlandı
/designjet-sarf/hp-sar%C4%B1-kartu%C5%9F-(29ml-x-3&apos;l%C3%BC-paket),/designjet,KURAL,koleksiyon:designjet-sarf,geçici — DesignJet sarf malzeme sayfası planlandı
/designjet-sarf/hp-siyah-2li-paket-80ml-designjet-m%C3%BCrekkep-kartu%C5%9Fu,/designjet,KURAL,koleksiyon:designjet-sarf,geçici — DesignJet sarf malzeme sayfası planlandı
/designjet-sarf/hp-siyah-kartu%C5%9F-(38ml),/designjet,KURAL,koleksiyon:designjet-sarf,geçici — DesignJet sarf malzeme sayfası planlandı
/designjet-sarf/hp-siyah-kartu%C5%9F-(80ml),/designjet,KURAL,koleksiyon:designjet-sarf,geçici — DesignJet sarf malzeme sayfası planlandı
/designjet-tarayici,/designjet-hd-pro,KURAL,ana,alt modeller ayrı eşleşti (hd-pro / sd-pro); genel slug HD Pro'ya
/designjet-tarayici/hp-designjet-hd-pro-42%22-taray%C4%B1c%C4%B1,/designjet-hd-pro,KURAL,koleksiyon:designjet-tarayici,model eşleşmesi: hd-pro
/designjet-tarayici/hp-sd-pro-44%22-taray%C4%B1c%C4%B1,/designjet-sd-pro,KURAL,koleksiyon:designjet-tarayici,model eşleşmesi: sd-pro
/designjet-uretim,/designjet,KURAL,ana,
/designjet-uretim/hp-designjet-xl-3600-36%22,/designjet-xl3600,KURAL,koleksiyon:designjet-uretim,model eşleşmesi: xl-3600
/designjet-uretim/hp-designjet-xl-3800-36%22,/designjet-xl3800,KURAL,koleksiyon:designjet-uretim,model eşleşmesi: xl-3800
/designjet-uretim/hp-designjet-z6-pro-64%22,/designjet-z6pro,KURAL,koleksiyon:designjet-uretim,model eşleşmesi: z6-pro
/designjet-uretim/hp-designjet-z9-pro-64%22,/designjet-z9pro,KURAL,koleksiyon:designjet-uretim,model eşleşmesi: z9
/egitimler,/egitimler,BIREBIR,ana,
/egitimler/3ds-max-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/advance-steel-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/arnold-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/autocad-2d-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/autocad-3d-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/autocad-elektrik-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/autocad-lt-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/autocad-mechanical-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/autocad-mep-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/autodesk-vault-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/fabrication-cadmep-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/fabrication-camduct-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/fabrication-estmep-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/factory-design-utility-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/fusion-360-additive-build-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/fusion-360-analiz-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/fusion-360-cam-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/fusion-360-generative-design-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/fusion-360-modelleme-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/fusion-360-with-eagle-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/fusion-360-with-netfabb-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/inventor-cam-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/inventor-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/inventor-elektrik-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/inventor-metal-kalip-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/inventor-nastran-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/inventor-nesting-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/inventor-plastik-enjeksiyon-kalip-tasarimi-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/inventor-sac-metal-kalip-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/inventor-tolerance-analysis-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/plant-3d-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/revit-elektrik-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/revit-family-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/revit-hvac-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/revit-mekanik-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/revit-mimari-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/revit-statik-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/revit-tesisat-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/egitimler/vehicle-tracking-egitimi,/egitimler,KURAL,koleksiyon:egitimler,eğitim detayları katalogda
/endustri,/endustriler,KURAL,ana,"gerçek Endüstriler indeks sayfası bulundu, düzeltildi"
/etkinlikler,/,KURAL,ana,"planlanmış etkinlik yok, anasayfaya yönlendirildi (onaylandı)"
/etkinlikler/dijital-d%C3%B6n%C3%BC%C5%9F%C3%BCm%3A-yapay-zek%C3%A2-ve-entegre-%C3%A7%C3%B6z%C3%BCmler-ile-verimlili%C4%9Finizi-artt%C4%B1r%C4%B1n-tarih%3A-15-ocak-2025-yer%3A-tasigo-otel%2C-eski%C5%9Fehir,/,KURAL,koleksiyon:etkinlikler,"geçmiş etkinlik, anasayfaya yönlendirildi (onaylandı)"
/fabrication,/fabrication-cadmep,KURAL,ana,CADmep/ESTmep/CAMduct için ayrı sayfalar oluşturuldu (2026-07-28)
/fabrika-tasarimi-ve-dijital-ikiz,/fabrika-tasarimi,KURAL,ana,
/factory-design-utilities,/factory-design,KURAL,ana,slug farkı
/farkli-cad-sistemleri,/urunler,KURAL,ana,
/film-vfx-yazilimlari,/sektor-medya,KURAL,ana,
/fotografcilik-ve-videografi,/adobe,KURAL,ana,
/fusion,/fusion,BIREBIR,ana,
/fusion360-manage,/fusion-manage,KURAL,ana,Fusion 360 Manage → Fusion Manage (yeni ad)
/gorsel-efekt,/sektor-medya,KURAL,ana,
/hata,/,KURAL,ana,Wix hata sayfası
/hp-is-istasyonlari,/hp,KURAL,ana,
/hp-masaustu-workstation,/hp-z-workstation,KURAL,ana,
/hp-masaustu-workstation/5e0z7es,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5e0z8es,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5e0z9es,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5e1a0es,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5e1g1es,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5e8e6ea,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5e8f7ea,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5e8g1ea,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5e8g3ea,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5e8g4ea,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5e8g6ea,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5e8k4ea,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5f163ea,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5f164ea,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5f169ea,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5f170ea,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5f826es,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5f827es,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5f828es,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5f829es,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5f830es,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5f870es,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5f871es,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-masaustu-workstation/5f873es,/hp-z-workstation,KURAL,koleksiyon:hp-masaustu-workstation,
/hp-mobil-isistasyonu,/hp-zbook,KURAL,ana,
/hp-mobil-isistasyonu/hp-zbook-firefly-14-g10,/hp-zbook,KURAL,koleksiyon:hp-mobil-isistasyonu,
/hp-mobil-isistasyonu/hp-zbook-firefly-16-g10,/hp-zbook,KURAL,koleksiyon:hp-mobil-isistasyonu,
/hp-mobil-isistasyonu/hp-zbook-fury-16-g10,/hp-zbook,KURAL,koleksiyon:hp-mobil-isistasyonu,
/hp-mobil-isistasyonu/hp-zbook-power-15-g10,/hp-zbook,KURAL,koleksiyon:hp-mobil-isistasyonu,
/hp-mobil-isistasyonu/hp-zbook-studio-16-g10,/hp-zbook,KURAL,koleksiyon:hp-mobil-isistasyonu,
/hp-performans-monitor,/hp-monitor,KURAL,ana,"HP Z Monitör sayfası mevcut (cadbim_hp_monitor.html), canonical düzeltilip yönlendirildi"
/hp-performans-monitor/hp-z24f,/hp-monitor,KURAL,koleksiyon:hp-performans-monitor,HP Z Monitör sayfasına yönlendirildi
/hp-performans-monitor/hp-z24n,/hp-monitor,KURAL,koleksiyon:hp-performans-monitor,HP Z Monitör sayfasına yönlendirildi
/hp-performans-monitor/hp-z25xs,/hp-monitor,KURAL,koleksiyon:hp-performans-monitor,HP Z Monitör sayfasına yönlendirildi
/hp-performans-monitor/hp-z27k,/hp-monitor,KURAL,koleksiyon:hp-performans-monitor,HP Z Monitör sayfasına yönlendirildi
/hp-performans-monitor/hp-z27q,/hp-monitor,KURAL,koleksiyon:hp-performans-monitor,HP Z Monitör sayfasına yönlendirildi
/hp-performans-monitor/hp-z27u,/hp-monitor,KURAL,koleksiyon:hp-performans-monitor,HP Z Monitör sayfasına yönlendirildi
/hp-performans-monitor/hp-z27xs,/hp-monitor,KURAL,koleksiyon:hp-performans-monitor,HP Z Monitör sayfasına yönlendirildi
/hp-performans-monitor/hp-z32,/hp-monitor,KURAL,koleksiyon:hp-performans-monitor,HP Z Monitör sayfasına yönlendirildi
/hp-performans-monitor/hp-z43,/hp-monitor,KURAL,koleksiyon:hp-performans-monitor,HP Z Monitör sayfasına yönlendirildi
/hp-plotter,/designjet,KURAL,ana,
/hp-plotter-servis,/hp,KURAL,ana,HP hub sayfası zaten Yetkili Servis içeriyor (onaylandı)
/hsm-works,/fusion,KURAL,ana,HSMWorks → Fusion CAM'e evrildi (onaylandı)
/iletisim,/iletisim,BIREBIR,ana,
/infraworks,/infraworks,BIREBIR,ana,
/insaat-icin-bim,/bim,KURAL,ana,
/insaat-proje-yönetimi,/insaat-yonetimi,KURAL,ana,URL'de Türkçe karakter vardı
/insaat-yazilimlari,/sektor-insaat,KURAL,ana,
/inventor,/inventor,BIREBIR,ana,
/inventor-cam,/cam,KURAL,ana,Inventor CAM → CAM çözüm sayfası
/inventor-nesting,/nesting,KURAL,ana,
/kampanyalar,/,KURAL,ana,"kampanya sayfası kurulmayacak, anasayfaya yönlendirildi (onaylandı)"
/kampanyalar/autodesk-ekim-kampanyas%C4%B1,/,KURAL,koleksiyon:kampanyalar,anasayfaya yönlendirildi (onaylandı)
/kampanyalar/hp-designjet-t850-ve-t950-serisi,/,KURAL,koleksiyon:kampanyalar,anasayfaya yönlendirildi (onaylandı)
/kampanyalar/hp-designjet-xl-3800-ve-takas,/,KURAL,koleksiyon:kampanyalar,anasayfaya yönlendirildi (onaylandı)
/kampanyalar/t850-kampanya,/,KURAL,koleksiyon:kampanyalar,anasayfaya yönlendirildi (onaylandı)
/kvkk,/kvkk,BIREBIR,ana,
/kvkk/%C3%A7al%C4%B1%C5%9Fan-aday%C4%B1-ayd%C4%B1nlatma-metni,/kvkk,KURAL,koleksiyon:kvkk,
/kvkk/%C3%A7erez-politikas%C4%B1,/kvkk,KURAL,koleksiyon:kvkk,
/kvkk/gizlilik-politikas%C4%B1,/kvkk,KURAL,koleksiyon:kvkk,
/kvkk/i%CC%87lgili-ki%C5%9Fi-ba%C5%9Fvuru-formu--(ki%C5%9Fisel-veri-ba%C5%9Fvuru-ve-yan%C4%B1t-prosed%C3%BCr%C3%BC),/kvkk,KURAL,koleksiyon:kvkk,
/kvkk/i%CC%87nternet-sitesi-kullan%C4%B1c%C4%B1lar%C4%B1-i%CC%87%C3%A7in-ayd%C4%B1nlatma-metni,/kvkk,KURAL,koleksiyon:kvkk,
/kvkk/ki%C5%9Fisel-verilerin-korunmas%C4%B1-ve-i%CC%87%C5%9Flenmesi-politikas%C4%B1,/kvkk,KURAL,koleksiyon:kvkk,
/kvkk/m%C3%BC%C5%9Fteri-ayd%C4%B1nlatma-metni,/kvkk,KURAL,koleksiyon:kvkk,
/kvkk/potansiyel-m%C3%BC%C5%9Fteri-ayd%C4%B1nlatma-metni,/kvkk,KURAL,koleksiyon:kvkk,
/kvkk/privacy-policy,/kvkk,KURAL,koleksiyon:kvkk,
/kvkk/tedarik%C3%A7i-%C3%A7al%C4%B1%C5%9Fan%C4%B1-ayd%C4%B1nlatma-metni,/kvkk,KURAL,koleksiyon:kvkk,
/kvkk/tedarik%C3%A7i-ayd%C4%B1nlatma-metni,/kvkk,KURAL,koleksiyon:kvkk,
/makine-ve-ekipman-uretimi,/sektor-makine,KURAL,ana,
/maya,/maya,BIREBIR,ana,
/mecollection,/me-collection,KURAL,ana,slug farkı
/mekanik-tesisat,/bim,KURAL,ana,MEP içerik BIM sayfasında (onaylandı)
/mekanik-tesisat-yazilimlari,/bim,KURAL,ana,MEP içerik BIM sayfasında (onaylandı)
/mep-icin-bim,/bim,KURAL,ana,
/mimari,/sektor-mimari,KURAL,ana,
/mimarlik-icin-bim,/bim,KURAL,ana,
/mimarlik-yazilimlari,/sektor-mimari,KURAL,ana,
/nastran,/inventor,KURAL,ana,Nastran → Inventor Nastran; Inventor sayfasına bölüm eklendi (2026-07-28)
/navisworks,/navisworks,BIREBIR,ana,
/otomotiv,/sektor-otomotiv,KURAL,ana,
/otomotiv-agirlik-azaltma,/sektor-otomotiv,KURAL,ana,
/oyun-vr-yazilimlari,/sektor-medya,KURAL,ana,
/pdm,/pdm,BIREBIR,ana,
/pdmc,/pdm-collection,KURAL,ana,slug farkı
/plant-3d,/autocad,KURAL,ana,toolset (Plant 3D)
/plm,/plm,BIREBIR,ana,
/plm-ve-pdm-yazilimlari,/plm,KURAL,ana,
/point-layout,/revit,KURAL,ana,Point Layout EOL → Revit'e yönlendirildi
/post/3-boyutlu-lazer-tarama-teknolojileri-ve-cad-yazılımları-ile-uyumu,/post/3-boyutlu-lazer-tarama-teknolojileri-ve-cad-yazilimlari-ile-uyumu,BIREBIR,blog-post,yazı taşındı (2026-07-28)
/post/3d-yazıcılar-ve-endüstride-kullanım-örnekleri,/post/3d-yazicilar-ve-endustride-kullanim-ornekleri,BIREBIR,blog-post,yazı taşındı (2026-07-28)
/post/3ds-max-modifier-set-özelleştirme,/post/3ds-max-modifier-set-özelleştirme,BIREBIR,blog-post,migrate edildi
/post/3ds-max-obje-seçimi,/post/3ds-max-obje-seçimi,BIREBIR,blog-post,migrate edildi
/post/4-adımda-operasyon-resimlerinin-oluşturulması,/post/4-adımda-operasyon-resimlerinin-oluşturulması,BIREBIR,blog-post,migrate edildi
/post/alias-autostudio,/post/alias-autostudio,BIREBIR,blog-post,yazı taşındı (2026-07-28)
/post/alias-concept,/post/alias-concept,BIREBIR,blog-post,migrate edildi
/post/altyapı-ve-karayolu-projelerinde-saha-ve-yapı-tasarım-koordinasyonu,/post/altyapi-ve-karayolu-projelerinde-saha-ve-yapi-tasarim-koordinasyonu,BIREBIR,blog-post,yazı taşındı (2026-07-28)
/post/arge-mühendisleri-için-uzaktan-tasarım-çözümleri,/post/arge-muhendisleri-icin-uzaktan-tasarim-cozumleri,BIREBIR,blog-post,yazı taşındı (2026-07-28)
/post/autocad-2021-yenilikleri-ve-genel-özellikleri,/post/autocad-2021-yenilikleri-ve-genel-özellikleri,BIREBIR,blog-post,migrate edildi
/post/autocad-2023-genel-bakış,/post/autocad-2023-genel-bakış,BIREBIR,blog-post,migrate edildi
/post/autocad-dwg-dosyaları-nasıl-revit-e-aktarılır,/post/autocad-dwg-dosyaları-nasıl-revit-e-aktarılır,BIREBIR,blog-post,migrate edildi
/post/autocad-lt-floating-windows-hareketli-pencereler,/post/autocad-lt-floating-windows-hareketli-pencereler,BIREBIR,blog-post,migrate edildi
/post/autocad-lt-nedir,/post/autocad-lt-nedir,BIREBIR,blog-post,yazı taşındı (2026-07-28)
/post/autocad-lt-trace-i-z,/post/autocad-lt-trace-i-z,BIREBIR,blog-post,migrate edildi
/post/autodesk-ai-daha-yaratıcı-ve-verimli-çalışmanıza-yardımcı-oluyor,/post/autodesk-ai-daha-yaratıcı-ve-verimli-çalışmanıza-yardımcı-oluyor,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias,/post/autodesk-alias,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-alias-subd-ile-vr-oluşturun,/post/autodesk-alias-alias-subd-ile-vr-oluşturun,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-alt-bölüm-modelleme-iyileştirmeleri,/post/autodesk-alias-alt-bölüm-modelleme-iyileştirmeleri,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-assemblies-ve-shotgrid-ile-işbirliğini-geliştirin,/post/autodesk-alias-assemblies-ve-shotgrid-ile-işbirliğini-geliştirin,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-class-a-geliştirmeler,/post/autodesk-alias-class-a-geliştirmeler,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-deck-seam,/post/autodesk-alias-deck-seam,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-eskiz-ve-i-llüstrasyon-araçları,/post/autodesk-alias-eskiz-ve-i-llüstrasyon-araçları,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-esnek-ürün-modelleme,/post/autodesk-alias-esnek-ürün-modelleme,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-global-refit,/post/autodesk-alias-global-refit,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-hassas-yüzey-oluşturma,/post/autodesk-alias-hassas-yüzey-oluşturma,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-hızlı-konsept-modelleme,/post/autodesk-alias-hızlı-konsept-modelleme,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-mesh-aracından-geliştirilmiş-yüzey,/post/autodesk-alias-mesh-aracından-geliştirilmiş-yüzey,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-multibend-aracı,/post/autodesk-alias-multibend-aracı,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-subd-kullanıcı-profili,/post/autodesk-alias-subd-kullanıcı-profili,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-subd-retopo-aracı,/post/autodesk-alias-subd-retopo-aracı,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-tasarım-verilerinin-paylaşılması-ve-yeniden-kullanılması,/post/autodesk-alias-tasarım-verilerinin-paylaşılması-ve-yeniden-kullanılması,BIREBIR,blog-post,migrate edildi
/post/autodesk-alias-yeni-alt-bölüm-modelleme-araçları,/post/autodesk-alias-yeni-alt-bölüm-modelleme-araçları,BIREBIR,blog-post,migrate edildi
/post/autodesk-bim-360-bulutta-model-koordinasyonu-ve-çakışma,/post/autodesk-bim-360-bulutta-model-koordinasyonu-ve-çakışma,BIREBIR,blog-post,migrate edildi
/post/autodesk-bim-360-bulutta-tasarım-değişikliklerini-paylaşma,/post/autodesk-bim-360-bulutta-tasarım-değişikliklerini-paylaşma,BIREBIR,blog-post,migrate edildi
/post/autodesk-bim-360-projelerinizi-bulutta-yönetin,/post/autodesk-bim-360-projelerinizi-bulutta-yönetin,BIREBIR,blog-post,migrate edildi
/post/autodesk-bim-collaborate-pro-ile-revit-i̇ş-birliği,/post/autodesk-bim-collaborate-pro-ile-revit-i̇ş-birliği,BIREBIR,blog-post,migrate edildi
/post/autodesk-cfd,/post/autodesk-cfd,BIREBIR,blog-post,migrate edildi
/post/autodesk-cfd-hvac-riskleri-azaltın-daha-fazla-iş-kapatın,/post/autodesk-cfd-hvac-riskleri-azaltın-daha-fazla-iş-kapatın,BIREBIR,blog-post,migrate edildi
/post/autodesk-cfd-ile-akışkanlar-dinamiği-analizi,/post/autodesk-cfd-ile-akışkanlar-dinamiği-analizi,BIREBIR,blog-post,migrate edildi
/post/autodesk-formit-ve-autodesk-revit-ile-ön-tasarım-süreci,/post/autodesk-formit-ve-autodesk-revit-ile-ön-tasarım-süreci,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-2024-yol-haritasına-göz-atın,/post/autodesk-fusion-2024-yol-haritasına-göz-atın,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-360-dosyalarını-bilgisayarın-sabit-diskinde-depolamak,/post/autodesk-fusion-360-dosyalarını-bilgisayarın-sabit-diskinde-depolamak,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-360-ile-mekanik-ve-elektronik-tasarım,/post/autodesk-fusion-360-ile-mekanik-ve-elektronik-tasarım,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-360-ile-tasarımın-geleceği,/post/autodesk-fusion-360-ile-tasarımın-geleceği,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-360-montaj-bileşenlerini-renklere-göre-i-lişkilendirme,/post/autodesk-fusion-360-montaj-bileşenlerini-renklere-göre-i-lişkilendirme,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-360-ve-üretim-eklentisi-ile-hızlı-ve-verimli-cam-i-şlemleri,/post/autodesk-fusion-360-ve-üretim-eklentisi-ile-hızlı-ve-verimli-cam-i-şlemleri,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-360-yazılımında-analiz-yöntemlerini-kullanarak-ürün-tasarımı,/post/autodesk-fusion-360-yazılımında-analiz-yöntemlerini-kullanarak-ürün-tasarımı,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-360-yazılımının-kabiliyetini-arttıran-eklentiler,/post/autodesk-fusion-360-yazılımının-kabiliyetini-arttıran-eklentiler,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-360-ın-yeni-özelliği-konfigürasyonlar,/post/autodesk-fusion-360-ın-yeni-özelliği-konfigürasyonlar,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-da-yapay-zeka-destekli-otomatik-teknik-resim-tasarım-sürecinde-devrim,/post/autodesk-fusion-da-yapay-zeka-destekli-otomatik-teknik-resim-tasarım-sürecinde-devrim,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-ile-teknik-resim-otomasyonu,/post/autodesk-fusion-ile-teknik-resim-otomasyonu,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-industry-cloud-tasarım-yapay-zeka-ve-üretimde-geleceğe-bakış,/post/autodesk-fusion-industry-cloud-tasarım-yapay-zeka-ve-üretimde-geleceğe-bakış,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-mart-guncellemesini-kesfedin,/post/autodesk-fusion-mart-guncellemesini-kesfedin,BIREBIR,blog-post,migrate edildi
/post/autodesk-fusion-ocak-guncellemesini-kesfedin,/post/autodesk-fusion-ocak-guncellemesini-kesfedin,BIREBIR,blog-post,migrate edildi
/post/autodesk-inventor-2021-sac-metal-tasarımlarınızı-nasıl-daha-hızlı-yapabilirsiniz,/post/autodesk-inventor-2021-sac-metal-tasarımlarınızı-nasıl-daha-hızlı-yapabilirsiniz,BIREBIR,blog-post,migrate edildi
/post/autodesk-inventor-2021-yenilikleri,/post/autodesk-inventor-2021-yenilikleri,BIREBIR,blog-post,migrate edildi
/post/autodesk-inventor-2022-yeni-özellikler,/post/autodesk-inventor-2022-yeni-özellikler,BIREBIR,blog-post,migrate edildi
/post/autodesk-inventor-2022-yenilikleri,/post/autodesk-inventor-2022-yenilikleri,BIREBIR,blog-post,migrate edildi
/post/autodesk-inventor-2023-yenilikleri,/post/autodesk-inventor-2023-yenilikleri,BIREBIR,blog-post,migrate edildi
/post/autodesk-inventor-cut-across-bend-komutu,/post/autodesk-inventor-cut-across-bend-komutu,BIREBIR,blog-post,migrate edildi
/post/autodesk-inventor-direct-komutu,/post/autodesk-inventor-direct-komutu,BIREBIR,blog-post,migrate edildi
/post/autodesk-inventor-i-çerik-merkezi-content-center-kütüphanesi,/post/autodesk-inventor-i-çerik-merkezi-content-center-kütüphanesi,BIREBIR,blog-post,migrate edildi
/post/autodesk-inventor-ilogic-ile-işlemlerinizi-otomatikleştirin,/post/autodesk-inventor-ilogic-ile-işlemlerinizi-otomatikleştirin,BIREBIR,blog-post,migrate edildi
